A0A0P0WV74	A0A0P0WV74
I7DIP5	A0A482A3C6
I7DIP5	A0A482A3H4
I7DIP5	A0A482A3L5
I7DIP5	A0A7T7ICJ6
I7DIP5	A0A482A3Z6
I7DIP5	A0A482A6C4
I7DIP5	A0A023JC06
I7DIP5	Q9FUI2
I7DIP5	A0AAU7LKJ6
I7DIP5	Q9FUH8
I7DIP5	W6CGI6
I7DIP5	X2F450
I7DIP5	A0A482A6L6
I7DIP5	A0A482A3Q6
I7DIP5	C4N3Y5
I7DIP5	A0A1D8F0I9
I7DIP5	K4JBU7
I7DIP5	A0A482A388
I7DIP5	A0A482A307
I7DIP5	A0A482A3N7
I7DIP5	Q6IWY3
I7DIP5	V9SFK3
I7DIP5	V9SFU6
I7DIP5	V9SFW7
I7DIP5	V9SCX1
I7DIP5	V9SFC3
I7DIP5	Q6R4R6
I7DIP5	Q6R4R7
I7DIP5	Q6R4R8
I7DIP5	Q6R4R9
I7DIP5	V9SFG7
I7DIP5	D6MK57
I7DIP5	V9SE25
I7DIP5	V9SE31
I7DIP5	V9SE48
I7DIP5	V9SFN5
I7DIP5	D6MK55
I7DIP5	O64933
I7DIP5	A0A385MJH6
I7DIP5	D6MK53
I7DIP5	D6MKA3
I7DIP5	D6MKH5
I7DIP5	V9SD28
I7DIP5	Q8H2C5
I7DIP5	V9SFJ7
I7DIP5	V9SCQ3
I7DIP5	V9SEC2
I7DIP5	V9SFT7
I7DIP5	Q9XEK0
I7DIP5	Q5PSQ5
I7DIP5	A0A1I9LM64
I7DIP5	S5YEL1
I7DIP5	A0A023JAZ0
I7DIP5	H6ULY5
I7DIP5	Q0DEB8
I7DIP5	Q2LGG5
I7DIP5	H6UM03
I7DIP5	H6ULY1
I7DIP5	B2KL76
I7DIP5	E2FEP0
I7DIP5	V9SEB8
I7DIP5	V9SFU2
I7DIP5	V9SFW2
I7DIP5	V9SFX2
I7DIP5	V9SD32
I7DIP5	V9SD49
I7DIP5	V9SD54
I7DIP5	V9SFH2
I7DIP5	V9SFH8
I7DIP5	V9SFI2
I7DIP5	V9SFJ9
I7DIP5	V9SCQ5
I7DIP5	V9SCQ7
I7DIP5	V9SE88
I7DIP5	V9SCR2
I7DIP5	V9SEB0
I7DIP5	V9SCR9
I7DIP5	V9SEC0
I7DIP5	E2FEP2
I7DIP5	A0A0S2MM95
I7DIP5	D0E0T3
I7DIP5	D0E0T6
I7DIP5	D0E0U0
I7DIP5	D0E0U1
I7DIP5	D0E0T1
I7DIP5	D0E0T2
I7DIP5	A0A023JBS0
I7DIP5	A0A023JC15
O82091	O82091
A0A6F9DKJ6	A0A6F9DKJ6
A0A6F9DKJ6	A0A6F9DL12
Q43567	Q43567
A0A0U2EU70	A0A0U2EU70
A0A0U2EU70	D3Z2E7
A0A0U2EU70	E9Q3L4
A0A0U2EU70	B2RWU7
A0A0U2EU70	E9QAN9
A0A0U2EU70	Q5RD14
A0A0U2EU70	Q16666
A0A0U2EU70	K7BFM3
A0A0U2EU70	K7AH15
A0A0U2EU70	F7GG25
A0A0U2EU70	T2F9S9
A0A0U2EU70	T2F972
A0A0U2EU70	H9YY68
A0A286S9Z0	A0A286S9Z0
A0A2P2I4A1	A0A2P2I4A1
A0A2P2I4A1	R4G7W7
A0A2P2I4A1	A0A0N7Z8W9
Q6PFI5	Q6PFI5
Q8BIK0	Q8BIK0
Q8BIK0	Q80Y34
Q9CSB1	Q9CSB1
W5UBQ3	W5UBQ3
W5UBQ3	Q29YB2
W8C3N6	W8C3N6
W8C3N6	W8BCW7
A0A023EJK4	A0A023EJK4
A0A023ENJ3	A0A023ENJ3
A0A0B4VKA5	A0A0B4VKA5
A0A0B4VKA5	D7RIF3
A0A0K8R7X7	A0A0K8R7X7
A0A0K8R7X7	A0A131Y351
A0A0N8ES71	A0A0N8ES71
A0A0P4VNW8	A0A0P4VNW8
A0A0P4VNW8	A0A069DXH0
A0A0P6IWG7	A0A0P6IWG7
A0A131XX62	A0A131XX62
A0A131Y4M9	A0A131Y4M9
A0A131Y4M9	A0A2P9A974
A0A131Y4M9	A0A131Y6V8
A0A131Y4M9	V5HAV9
A0A165R8E8	A0A165R8E8
A0A1E1XE11	A0A1E1XE11
A0A1E1XE11	A0A131XZ23
A0A1E1XE11	V5IED3
A0A1E1XKN2	A0A1E1XKN2
A0A1E1XKN2	B7P5W4
A0A1E1XKN2	A0A0K8RPD5
A0A1E1XKN2	A0A131XU30
A0A2L2Y8H5	A0A2L2Y8H5
A0A2L2YG78	A0A2L2YG78
A0A2L2YJJ6	A0A2L2YJJ6
A0A2L2YNN7	A0A2L2YNN7
A0A2L2YRA5	A0A2L2YRA5
A0A2L2YT52	A0A2L2YT52
A0A2L2YX43	A0A2L2YX43
A0A2L2YZ97	A0A2L2YZ97
A0A2L2Z210	A0A2L2Z210
A0A2L2Z6H2	A0A2L2Z6H2
A0A2P2HXI4	A0A2P2HXI4
A0A2P2ICG8	A0A2P2ICG8
A0A2Z4JEU7	A0A2Z4JEU7
A0A2Z4JEU7	A0A2R4FYC9
A0A2Z4JEU7	A0A2R4FYF0
A0A516AFR4	A0A516AFR4
A0A6A7FW05	A0A6A7FW05
A0A6A7G155	A0A6A7G155
A0A6A7G155	A0A6A7FSF6
A0A6A7G890	A0A6A7G890
A0A6F9DWP0	A0A6F9DWP0
A0A6F9DWP0	Q4H2L0
A0A804PVZ2	A0A804PVZ2
A0A1P8BD24	A0A1P8BD24
A0A1P8BD24	Q93W88
P11972	P11972
Q07913	Q07913
Q5SID7	Q5SID7
Q5SID7	Q1IZR6
Q5SID7	P29283
Q5SID7	P0A4U6
Q5SID7	Q92SD2
Q8KNP2	Q8KNP2
Q9UTR5	Q9UTR5
Q9UTR5	P53046
W7X6T2	W7X6T2
O09496	O09496
P25567	P25567
P25567	Q12034
F1RUC1	F1RUC1
F1RUC1	A0A8V0YLW8
F1RUC1	K4DI93
F1RUC1	T1E632
F1RUC1	U3DJF4
F1RUC1	U3F8R5
F1RUC1	F8W428
F1RUC1	W5UIM1
F1RUC1	A2A432
F1RUC1	A0A8W4FA79
F1RUC1	Q498E8
F1RUC1	H9EN94
F1RUC1	E9PXY1
F1RUC1	I3L5M8
F1RUC1	A0A0F7ZCL3
F1RUC1	A0A286ZUX3
F1RUC1	A0A8I6B5A8
F1RUC1	A0A7P0TAQ3
F1RUC1	A0A7P0T954
F1RUC1	K7GPT4
F1RUC1	D3ZK73
F1RUC1	J3SE75
F1RUC1	U3B3W2
F1RUC1	U6DEF5
F1RUC1	A0A8W4FKJ6
F1RUC1	A0A669KAX4
F1RUC1	A0A7P0T9L3
F1RUC1	A0A804CL36
F1RUC1	B2GU90
F1RUC1	Q1WF15
Q2FUY1	Q2FUY1
Q2FUY1	Q7A381
Q8MSC4	Q8MSC4
Q9NIH4	Q9NIH4
Q9NIH4	Q9N9G6
Q9NIH4	Q54TG6
Q9NIH4	G3ML08
Q9NIH4	A0A023FVW0
Q9NIH4	A0A1E1XIE4
Q9NIH4	L7M4W4
Q9NIH4	A0A131XEB5
Q9NIH4	A0A131Y6H4
Q9NIH4	F1L2V4
Q9NIH4	T1E7S1
Q9NIH4	A0A9L0S4G1
Q9NIH4	T1E613
Q9NIH4	A0A3Q2LRH9
Q9NIH4	F7BPV6
Q9NIH4	F7FK94
Q9NIH4	A0A8V0ZTE2
Q9NIH4	D3ZLH9
Q9NIH4	P38656
Q9NIH4	Q3TG93
Q9NIH4	A0A8I6ACS2
Q9NIH4	G9KRA3
Q9NIH4	B5BUB5
Q9NIH4	H9FYW7
Q9NIH4	P10881
Q9NIH4	P05455
Q9NIH4	A0A8I6AH92
Q9NIH4	F7H2Y7
Q9NIH4	Q66HM7
Q9NIH4	U3ESL7
Q9NIH4	J3S913
Q9NIH4	Q8BTU4
Q9NIH4	B5KFT4
Q9NIH4	A0A9L0RDI7
Q9NIH4	K9J0J9
Q9NIH4	F1S1V1
Q9NIH4	G2HEM5
Q9NIH4	Q9CYB9
Q9NIH4	P32067
Q9NIH4	V9KN76
Q9NIH4	Q32N81
Q9NIH4	Q6NY13
Q9NIH4	Q7ZTK2
Q9NIH4	Q5U545
Q9NIH4	P28049
Q9NIH4	C1LMJ5
Q9NIH4	C1LMJ7
Q9NIH4	Q5DEU9
Q9NIH4	C1L7Z1
Q9NIH4	C1L7Z2
Q9NIH4	C1L7Z3
Q9NIH4	A0A023F821
Q9NIH4	A0A069DU10
Q9NIH4	R4G871
Q9NIH4	A0A6F9DUB3
Q9NIH4	A0A498NSJ3
Q9NIH4	W5UC88
Q9NIH4	C0HAU7
Q9NIH4	Q7ZTI0
Q9NIH4	O01806
Q9NIH4	T2MGV5
Q9NIH4	P28048
Q9NIH4	Q4KLV5
D3Z5R8	D3Z5R8
D3Z5R8	A0A023GCL4
D3Z5R8	G3MHG1
D3Z5R8	T2MGH2
O07315	O07315
O07315	V6F4Q0
O07315	P37736
O07315	P0A9A9
O07315	P45599
O07315	P0C6C8
O07315	Q5NIN6
O07315	Q03456
O07315	O25671
O07315	Q9K4F8
O07315	P0C631
A0A087WXG6	A0A087WXG6
A0A0P0XJT2	A0A0P0XJT2
A0A0P0XJT2	A0A8K1IBJ8
A0A0P0XJT2	F2CTG6
A0A418LEB3	A0A418LEB3
A0A418LEB3	O53478
A0A418LEB3	Q0S195
A0A418LEB3	Q0S8Y1
A0A7P0TAZ9	A0A7P0TAZ9
A0A8I5KS45	A0A8I5KS45
A0A8M9PU52	A0A8M9PU52
A0A8M9PU52	A0A8M9P5Y1
A0A8M9PU52	A0A8M9PG33
A0A8M9PU52	A0A8M9PLV7
A0A8M9PU52	A0AB32TF50
A0A8M9PU52	A0A8M9PU57
A0A8M9PU52	A0A8M9PXK7
A8BRX3	A8BRX3
B7J952	B7J952
C5C6I1	C5C6I1
E9PI02	E9PI02
E9PI02	R4UNA8
H0Y4B4	H0Y4B4
I6Y1A7	I6Y1A7
I6Y1A7	A0A5H1ZR36
O30069	O30069
Q109S4	Q109S4
Q2SVY7	Q2SVY7
Q2SVY7	P42195
Q2SVY7	Q6D5K4
Q2SVY7	Q9RV71
Q2SVY7	P0ACR9
Q2SVY7	I6Y8K3
Q2SVY7	Q9L2A7
Q2SVY7	P27245
Q8Y982	Q8Y982
H0Y4W6	H0Y4W6
H0Y4W6	A0A2D0UUN4
Q2F7Q5	Q2F7Q5
Q2F7Q5	A0A3G1Z161
Q2F7Q5	A0A6G6CHV8
Q2F7Q5	B8YIE3
Q2F7Q5	B8YIE5
J9VE33	J9VE33
Q03125	Q03125
Q39264	Q39264
Q867Z4	Q867Z4
Q867Z4	P42283
Q867Z4	Q7KQZ4
Q867Z4	Q9V5M3
Q867Z4	Q9V5M6
Q867Z4	U5EYP0
Q867Z4	O18346
Q12132	Q12132
Q8N9L1	Q8N9L1
Q8N9L1	Q61467
Q8N9L1	U3CGW2
Q8N9L1	Q6P1Z7
Q8N9L1	Q66JW1
A0A835ZX13	A0A835ZX13
A0A8S4Q413	A0A8S4Q413
Q12139	Q12139
A0A067RLM7	A0A067RLM7
A0A0P4WFZ4	A0A0P4WFZ4
A0A1I9LPP9	A0A1I9LPP9
A0A1I9LPP9	A0A804RDL3
A0A2G9QC94	A0A2G9QC94
A0A2I3M0J2	A0A2I3M0J2
A0A2I3M0J2	H2QFW4
A0A2I3M0J2	A0A0D9QY92
A0A2I3M0J2	A0A2K5TNR9
A0A2I3M0J2	A0A7N9CRW8
A0A2I3M0J2	A0A2K5MRV4
A0A2I3M0J2	G3SDL9
A0A2I3M0J2	A0A2K5MS04
A0A2I3M0J2	Q2NKJ9
A0A2I3M0J2	A0A0A0MUY7
A0A2I3M0J2	A0A2K5MRZ4
A0A2I3M0J2	A8K360
A0A2I3M0J2	A0A2I3MWA2
A0A2I3M0J2	A0A096NH39
A0A2I3M0J2	A0A2K6KVV8
A0A2I3M0J2	A0A2K6KVV9
A0A2I3M0J2	A0A2K6NT29
A0A2I3M0J2	A0A2K6KVW6
A0A2I3M0J2	A0A2K6NT35
A0A2I3M0J2	A0A2K6KVX3
A0A2I3M0J2	A0A2K6S5R2
A0A2I3M0J2	A0A2I3GXR8
A0A2I3M0J2	G3QWD5
A0A2I3M0J2	Q9H8G1
A0A2I3M0J2	A0A8D2FB29
A0A2I3M0J2	A0A2K6CJA6
A0A2I3M0J2	A0A2K6CJA8
A0A2I3M0J2	A0A2J8QYV0
A0A2I3M0J2	H2P0L9
A0A2I3M0J2	A0A2K5HCC4
A0A2I3M0J2	A0A2K6S5S2
A0A2I3M0J2	A0A2K6S5R9
A0A2I3M0J2	A0A2J8QGZ3
A0A2I3M0J2	H2R670
A0A2I3M0J2	A0A7F8QIU4
A0A2I3M0J2	Q5REF1
A0A2I3M0J2	A0A2J8QH68
A0A2I3M0J2	A0A2K6UIC8
A0A2I3M0J2	A0A7F8QIW2
A0A2I3M0J2	A0A3Q7MTN8
A0A2I3M0J2	Q2M3W8
A0A2I3M0J2	Q2KI58
A0A2I3M0J2	A0A452UVZ1
A0A2I3M0J2	F8W889
A0A2I3M0J2	H9FX54
A0A2I3M0J2	A0A8C0L595
A0A2I3M0J2	A0A2I3S390
A0A2I3M0J2	A0A811ZWF9
A0A2I3M0J2	A0A3Q7TXJ4
A0A2I3M0J2	H9FTW0
A0A2I3M0J2	H9FX52
A0A2I3M0J2	A0A3Q7MS14
A0A2I3M0J2	H9FX53
A0A2I3M0J2	A0A2K5ZUH5
A0A2I3M0J2	A0A2K6QLQ6
A0A2I3M0J2	A0A5F8ARM9
A0A2I3M0J2	A0A2K5LKK7
A0A2I3M0J2	A0A2K5Q3Z4
A0A2I3M0J2	A0A2K5Q442
A0A2I3M0J2	A0A6J3H6U7
A0A2I3M0J2	A0A8I5NID8
A0A2I3M0J2	A6NP11
A0A2I3M0J2	Q8IYX0
A0A2I3M0J2	Q4G131
A0A2I3M0J2	A0A2J8JPQ8
A0A2I3M0J2	A0A2R9B5L5
A0A2I3M0J2	A0A2R9B8C1
A0A2I3M0J2	A0A2I3TD61
A0A2I3M0J2	G1QGU4
A0A2I3M0J2	A0A0A0MTN5
A0A2I3M0J2	A0A2J8RFN1
A0A2I3M0J2	Q8IYN0
A0A2I3M0J2	A0A2J8RFP1
A0A2I3M0J2	A0A2R9B1U7
A0A2I3M0J2	A0A2J8RFP3
A0A2I3M0J2	A0A8C9LPA1
A0A2I3M0J2	A0A8C9LPB0
A0A2I3M0J2	F6XB00
A0A2I3M0J2	A0A8C9H6Y0
A0A2I3M0J2	A0A8C9H839
A0A2I3M0J2	A0A6J3HD73
A0A2I3M0J2	A0A2K6EQK0
A0A2I3M0J2	A0A2K6EQK3
A0A2I3M0J2	A0A8C5W4V6
A0A2I3M0J2	A0A8C5YF21
A0A2I3M0J2	A0A8C8Z943
A0A2I3M0J2	A0A8C8ZU82
A0A2I3M0J2	A0A8C9A768
A0A2I3M0J2	A0A8C9DP76
A0A2I3M0J2	A0A2K6EQJ4
A0A2I3M0J2	A0A8C8ZSZ0
A0A2I3M0J2	A0A8C8ZX53
A0A2I3M0J2	A0A2K5DFQ2
A0A2I3M0J2	A0A6J3H582
A0A2I3M0J2	A0A6J3H789
A0A2I3M0J2	A0A2K5C541
A0A2I3M0J2	F7INN3
A0A2I3M0J2	A0A2K5YI52
A0A2I3M0J2	A0A3Q7N2T8
A0A2I3M0J2	A0A8U0RA26
A0A2I3M0J2	A0A8U0RB31
A0A2I3M0J2	A0A8U0MHQ5
A0A2I3M0J2	A0A8C7BT14
A0A2I3M0J2	A0A3Q7MXT7
A0A2I3M0J2	A0A7N5KEW8
A0A2I3M0J2	D2HEW8
A0A2I3M0J2	A0A835ZZX0
A0A2I3M0J2	A0AAD4U2M1
A0A2I3M0J2	A0A6J0YD59
A0A2I3M0J2	A0A8C6D791
A0A2I3M0J2	A0A3Q1NIH9
A0A2I3M0J2	A0A8B9Y8D4
A0A2I3M0J2	A0AAA9TC50
A0A2I3M0J2	F1MSE6
A0A2I3M0J2	A0A3Q1LVY8
A0A2I3M0J2	A0A4W2I069
A0A2I3M0J2	A0A4W2E828
A0A2I3M0J2	A0A5N3X9T4
A0A2I3M0J2	A0A5N3W8U7
A0A2I3M0J2	A0A3Q7QZK1
A0A2I3M0J2	A0A3Q7QWL2
A0A2I3M0J2	A0A8C0PIY5
A0A2I3M0J2	A0A8I3SCL8
A0A2I3M0J2	A0A452QU56
A0A2I3M0J2	A0A8M1F3H0
A0A2I3M0J2	H0XKQ6
A0A2I3M0J2	A0A6P6CAD0
A0A2I3M0J2	A0A7J8C0N9
A0A2I3M0J2	A0A6P6C9H4
A0A2I3M0J2	A0A8C3W0S0
A0A2I3M0J2	A0A7J7S3R3
A0A2I3M0J2	A0A4X1UUE5
A0A2I3M0J2	A0A667HAC4
A0A2I3M0J2	A0A485PQY4
A0A2I3M0J2	A0A8C0QYN3
A0A2I3M0J2	A0A337S8M3
A0A2I3M0J2	A0A6J0A513
A0A2I3M0J2	A0A8C9JFR6
A0A2I3M0J2	A0A8C9JLG2
A0A2I3M0J2	A0A8C8XRE6
A0A2I3M0J2	A0A9V1EXU4
A0A2I3M0J2	A0A6P6E5Z5
A0A2I3M0J2	A0A8C2YTN8
A0A2I3M0J2	A0A8D2CQ95
A0A2I3M0J2	A0A8B7B0F6
A0A2I3M0J2	A0A6J3HB97
A0A2I3M0J2	A0A2K5CCE2
A0A2I3M0J2	A0A2Y9IT04
A0A2I3M0J2	A0A2K5QXZ3
A0A2I3M0J2	A0A6J3HC36
A0A2I3M0J2	A0A8C9ACM1
A0A2I3M0J2	A0A5N4C8Y7
A0A2I3M0J2	A0A8B8SD24
A0A2I3M0J2	A0A9W3G7X6
A0A2I3M0J2	A0A9W3ESG6
A0A2I3M0J2	A0A9W3ET16
A0A2I3M0J2	A0A6J0B3R1
A0A2I3M0J2	A0A6J0B3W7
A0A2I3M0J2	A0A2I3GG67
A0A2I3M0J2	A0A2I3GFV9
A0A2I3M0J2	G1R176
A0A2I3M0J2	A0A2J8IPH3
A0A2I3M0J2	Q05BG0
A0A2I3M0J2	G1R173
A0A2I3M0J2	Q59EZ8
A0A2I3M0J2	A0A0D9RIH1
A0A2I3M0J2	A0A5F4VS54
A0A2I3M0J2	A0A8I3X8C8
A0A2I3M0J2	A0A2K5NN37
A0A2I3M0J2	A0A8D2EGJ2
A0A2I3M0J2	A0A8C9JBC5
A0A2I3M0J2	A0A2R9B2B0
A0A2K6GIT6	A0A2K6GIT6
A0A2T9YN57	A0A2T9YN57
A0A3B1IFQ7	A0A3B1IFQ7
A0A3B1IFQ7	A0A8B9HJR1
A0A3B3RPV2	A0A3B3RPV2
A0A3B4AWD1	A0A3B4AWD1
A0A3N0Y3X2	A0A3N0Y3X2
A0A3Q0D9U0	A0A3Q0D9U0
A0A3Q0FYV1	A0A3Q0FYV1
A0A3Q0FYV1	A0A3Q0FUI6
A0A3Q0FYV1	A0A7M4DXC1
A0A3Q0FYV1	A0A6J0J8J4
A0A3Q7NI23	A0A3Q7NI23
A0A452S0B6	A0A452S0B6
A0A452S0B6	A0A452S0B0
A0A452S0B6	A0A452S0J8
A0A452S0B6	A0A452S0P7
A0A4E9FX58	A0A4E9FX58
A0A5N3UPF6	A0A5N3UPF6
A0A5N3UPF6	A0A5J5MY42
A0A5N3UPF6	A0A5N3USW4
A0A5N3UPF6	A0A452ESD9
A0A667YJE3	A0A667YJE3
A0A667YJE3	A0A667YVZ4
A0A667YJE3	A0A8C8HKP9
A0A667YJE3	A0A8C6UVY5
A0A667YJE3	A0A8C6UR04
A0A667YJE3	A0A6G0J2N1
A0A667YJE3	A0A3B4Y1K6
A0A667YJE3	A0A671W687
A0A667YJE3	A0A6G7SHH4
A0A667YJE3	A0A4V6AMY8
A0A667YJE3	A0A672YFK0
A0A667YJE3	A0A672Y884
A0A667YJE3	A0AAW1F115
A0A667YJE3	A0AAJ7LBH1
A0A667YJE3	A0A6P7IFX2
A0A667YJE3	A0A3P9IQA6
A0A667YJE3	A0A3P9H0A3
A0A667YJE3	A0A665T112
A0A667YJE3	A0A665T118
A0A667YJE3	A0A665TCA3
A0A667YJE3	A0A665TCA8
A0A667YJE3	A0AAV1P2J1
A0A667YJE3	A0AAN8E863
A0A667YJE3	A0AAN8HDP0
A0A667YJE3	A0A3Q3K049
A0A667YJE3	A0A3Q3JPY3
A0A667YJE3	A0A3P8U9U7
A0A667YJE3	A0A3P8UF24
A0A667YJE3	A0A3Q1BSY3
A0A667YJE3	A0A1A8NG62
A0A667YJE3	A0A1A8NCI1
A0A667YJE3	A0AAQ5ZPI3
A0A667YJE3	A0A484DDK6
A0A667YJE3	I3JQ12
A0A667YJE3	A0A668RSI7
A0A667YJE3	A0A669E4L0
A0A667YJE3	A0A3P9LU59
A0A667YJE3	A0A3P9K7J0
A0A667YJE3	A0A3Q0RM97
A0A667YJE3	A0AAD3RFF4
A0A667YJE3	A0A1A8CPH7
A0A667YJE3	A0A1A7XF37
A0A667YJE3	A0A1A7YX95
A0A667YJE3	A0A1A7ZC84
A0A667YJE3	A0A1A8DGI4
A0A667YJE3	A0A1A8H1M0
A0A667YJE3	A0A1A8JMS6
A0A667YJE3	A0AAW0MPN6
A0A667YJE3	A0A6J2PTT1
A0A667YJE3	A0A6J2PQM9
A0A667YJE3	A0AAV1ETG9
A0A667YJE3	A0A6P8V440
A0A667YJE3	A0A6P8UTI7
A0A667YJE3	A0A6P8VWJ9
A0A667YJE3	A0A3Q3BIP2
A0A667YJE3	A0A4U5U8J5
A0A667YJE3	A0A5C6N6D0
A0A667YJE3	A0A4Z2BB48
A0A667YJE3	A0A671WD79
A0A667YJE3	A0A3P8N690
A0A667YJE3	A0A6P7MK34
A0A667YJE3	A0A8C4HKL2
A0A667YJE3	A0AAV2M8U7
A0A667YJE3	A0A3Q2XI82
A0A667YJE3	A0A9N7VRZ5
A0A667YJE3	A0A3B4TWD9
A0A667YJE3	A0A3B4TX49
A0A667YJE3	A0A4W6BPI0
A0A667YJE3	A0A9Y3S4B8
A0A667YJE3	A0A9Y6JIS9
A0A667YJE3	A0A9Y3RU37
A0A667YJE3	A0A9Y3RWD3
A0A667YJE3	A0A9Y3RYU8
A0A667YJE3	A0AAN7Y3V9
A0A667YJE3	A0A3B3B688
A0A667YJE3	A0A834CTI5
A0A667YJE3	A0A3Q3NMZ5
A0A667YJE3	A0A7N8WKF9
A0A667YJE3	A0A7N8XB43
A0A667YJE3	A0A3Q1GR21
A0A667YJE3	A0A3B4ZVZ6
A0A667YJE3	A0AA47NUN9
A0A667YJE3	A0AAY4CYN8
A0A667YJE3	A0A8B9GZ89
A0A667YJE3	A0AAY5ETP8
A0A667YJE3	A0A8K9XQ98
A0A667YJE3	A0A8C8HIY1
A0A667YJE3	A0A060W043
A0A667YJE3	A0A8C8HL64
A0A667YJE3	A0AAZ3R066
A0A667YJE3	A0A1S3L8T2
A0A667YJE3	A0A8C7N8R8
A0A667YJE3	A0A8U1F424
A0A667YJE3	A0AAN8RAA9
A0A667YJE3	A0A4W5QMI0
A0A667YJE3	A0AAZ3QAX9
A0A667YJE3	A0A674E660
A0A667YJE3	A0A6G1PGE8
A0A667YJE3	A0A672I2H9
A0A667YJE3	A0A6F9CYG3
A0A667YJE3	A0A3P8XPB3
A0A667YJE3	A0A8D2ZMN0
A0A667YJE3	A0A6A4SSA6
A0A667YJE3	A0A8D2ZMQ9
A0A667YJE3	A0AA88IUT1
A0A667YJE3	A0A8C7TCE9
A0A667YJE3	A0A3Q2P5F4
A0A667YJE3	A0A3Q2QFD0
A0A667YJE3	A0A3Q2P5F8
A0A667YJE3	A0AAV9QXC3
A0A667YJE3	A0A671W693
A0A667YJE3	A0A8C5GSU0
A0A667YJE3	A0A9D3NDG0
A0A667YJE3	A0A2D0PJ10
A0A667YJE3	A0A2D0PLG4
A0A667YJE3	A0A7J6BEP8
A0A667YJE3	A0AA88IW18
A0A667YJE3	A0A8J4X5T0
A0A667YJE3	A0AAQ4P058
A0A667YJE3	A0AAQ4S780
A0A667YJE3	G3PCG8
A0A6J0SEI9	A0A6J0SEI9
A0A6P7GV72	A0A6P7GV72
A0A6P7GV72	L7N153
A0A6P7GV72	A0A6J1T9G1
A0A6P7XN80	A0A6P7XN80
A0A7N9D6U5	A0A7N9D6U5
A0A7N9D6U5	A0A7N9CKG1
A0A7N9D6U5	I7G9R7
A0A7R8W9J8	A0A7R8W9J8
A0A7S0BUE7	A0A7S0BUE7
A0A7S0BUE7	A0AAV8V2K1
A0A7S0BUE7	A0A7S0BT70
A0A7S0BUE7	A0A7S3EJL1
A0A8B9XKV5	A0A8B9XKV5
A0A8B9XKV5	A0A383ZKX0
A0A8B9XKV5	A0A4W2EDS1
A0A8B9XKV5	A0A8C4MQ79
A0A8B9XKV5	A0A4W2EFR9
A0A8B9XKV5	A0A452E6U3
A0A8B9XKV5	A0A455APB4
A0A8B9XKV5	A0A4W2GX78
A0A8B9XKV5	A0A8B9XFM8
A0A8B9XKV5	A0A8B9XIN7
A0A8B9XKV5	A0A3Q1MFN8
A0A8B9XKV5	A0A6J0X4J5
A0A8B9XKV5	A0A8B8VTC3
A0A8B9XKV5	A0A5J5MV79
A0A8B9XKV5	A0AAD4Y5E0
A0A8B9XKV5	A0AB34HUY8
A0A8B9XKV5	A0A2K6SNG8
A0A8C3AJ57	A0A8C3AJ57
A0A8C3AJ57	Q0P4D4
A0A8C3AJ57	A0A8C8VH34
A0A8C3AJ57	A0A8C4YFF0
A0A8C4RKP4	A0A8C4RKP4
A0A8C4RKP4	A0A8C4RR58
A0A8C4RKP4	A0A8C4RMW3
A0A8C4W9P5	A0A8C4W9P5
A0A8C5MBS2	A0A8C5MBS2
A0A8C5PBA2	A0A8C5PBA2
A0A8C5PBA2	A0A8C5M6N9
A0A8C5TB80	A0A8C5TB80
A0A8D2LBP6	A0A8D2LBP6
A0A974BQZ7	A0A974BQZ7
A0A974BQZ7	A0A8J1JLD0
A0A9Q1I0H7	A0A9Q1I0H7
A0A9Q1I0H7	A0A8C9WCA1
A0A9Y3S3Z8	A0A9Y3S3Z8
A0AAR2KQU5	A0AAR2KQU5
A0AAV2S2K9	A0AAV2S2K9
A0AAV2S2K9	A0AAV2QMC2
A0AAV4CGA1	A0AAV4CGA1
A0AAV9RQL8	A0AAV9RQL8
C3ZPQ0	C3ZPQ0
C3ZPQ0	A0A9J7HQE7
C3ZPQ0	C3ZV08
F7IIM1	F7IIM1
F7IIM1	H2NYL9
F7IIM1	A0A2K6TL97
F7IIM1	A0A6J3QD32
F7IIM1	H2QFX4
F7IIM1	A0A6P3R8N6
F7IIM1	A0A7J8CNK2
F7IIM1	A0A6P6BRY1
F7IIM1	A0A8B7QH83
F7IIM1	A0A6P6BS41
F7IIM1	A0A7J7SN52
F7IIM1	A0A7J7SM15
F7IIM1	A0A8B7QIY2
F7IIM1	A0A8B7QJ39
F7IIM1	A0A671E9Y0
F7IIM1	A0A8C0L049
F7IIM1	A0A8C0L029
F7IIM1	A0A9B0GBJ1
F7IIM1	A0AAX6RBU6
F7IIM1	A0A8C0L2P6
F7IIM1	L8Y7X8
F7IIM1	A0A1U7T8G3
F7IIM1	A0A7F8K711
F7IIM1	W5P5U6
F7IIM1	A0A6J3FHG8
F7IIM1	A0A8B8TNT1
F7IIM1	A0A6J0WBW3
F7IIM1	A0A2K6DA80
F7IIM1	A0A2K6RF23
F7IIM1	A0A2U4BTY7
F7IIM1	A0A2K6DA83
F7IIM1	A0A4W2HEW3
F7IIM1	A0A6J3FHN3
F7IIM1	A0AAD4TYC7
F7IIM1	A0A6I9IP20
F7IIM1	Q96NI8
F7IIM1	A0A340YDM3
F7IIM1	A0A341AIH6
F7IIM1	A0A383YVD0
F7IIM1	A0A8C9CS19
F7IIM1	A0A2K5C9T0
