g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final	g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g004184.m1_yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g000379.m1_yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g003792.m1_yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g003749.m1_yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g004106.m1_yHMPu5000034657_candida_pseudoglaebosa_170307.final
g002669.m1_yHMPu5000038381_candida_manassasensis_170713.final	g000323.m1_yHMPu5000035329_candida_saitoana_180604.haplomerger2.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002285.m1_yHMPu5000035707_candida_heveicola_160519.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g000095.m1_yHMPu5000040919_candida_konsanensis_201018.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002602.m1_yHMPu5000035721_candida_asparagi_160519.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g004746.m1_yHMPu5000038370_candida_phyllophila_180604.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002360.m1_yHMPu5000037916_candida_carvajalis_180604.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g000013.m1_yHMPu5000038348_candida_vitiphila_170713.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002796.m1_yHMPu5000034988_candida_fructus_160519.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g003781.m1_yHMPu5000041807_metschnikowia_bicuspidata_var_chathamia_190924.haplomerger2.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g006098.m1_yHMPu5000041814_metschnikowia_noctiluminum_180604.haplomerger2.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g003329.m1_yHMPu5000037864_metschnikowia_viticola_201018.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g005188.m1_yHMPu5000037898_candida_kofuensis_190924.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g003808.m1_yHMPu5000034592_metschnikowia_bicuspidata_var_bicuspidata_180604.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g001534.m1_yHMPu5000037868_metschnikowia_bicuspidata_var_californica_180604.haplomerger2.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g004552.m1_yHMPu5000037869_metschnikowia_australis_190924.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g004884.m1_yHMPu5000041811_metschnikowia_krissii_170307.haplomerger2.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g004387.m1_yHMPu5000041838_candida_tolerans_180604.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002703.m1_yHMPu5000041808_metschnikowia_caudata_170307.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g004536.m1_yHMPu5000037929_candida_auris_170210.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g003576.m1_candida_auris.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g001098.m1_yHMPu5000041843_candida_ruelliae_170713.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002412.m1_yHMPu5000038120_candida_haemulonii_170912.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g003637.m1_yHMPu5000034989_candida_duobushaemulonii_160519.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g000057.m1_yHMPu5000037224_candida_vulturna_210210.final
g001082.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final	g002575.m1_yHMPu5000035705_candida_pseudohaemulonii_160613.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002431.m1_yHMPu5000037244_Allodekkera_sacchari_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001387.m1_yHMPu5000035296_priceomyces_carsonii_160928.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003124.m1_yHMPu5000040914_millerozyma_miso_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000965.m1_yHMPu5000035307_millerozyma_farinosa_180604.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004194.m1_yHMPu5000034916_candida_nitratophila_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001500.m1_yHMPu5000034910_candida_sp_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005627.m1_yHMPu5000035296_priceomyces_carsonii_160928.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004252.m1_yHMPu5000034870_candida_suzukii_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004283.m1_yHMPu5000034929_candida_nanaspora_170307.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000787.m1_yHMPu5000038097_candida_sp_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000066.m1_yHMPu5000034890_ogataea_ramenticola_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001801.m1_yHMJ1_Ogataea_sp_nov_plate33_PLATANUS.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002345.m1_yHMPu5000026270_Candida_sp._SPAdes.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000388.m1_yHMPu5000041793_schwanniomyces_etchellsii_180604.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002023.m1_yHMPu5000034755_lipomyces_chichibuensis_170713.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003708.m1_yHMPu5000034883_peterozyma_xylosa_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004440.m1_yHMPu5000034884_peterozyma_toletana_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001435.m1_yHMPu5000038093_candida_rishiriensis_170912.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003788.m1_yHMPu5000041830_candida_silvatica_170307.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001778.m1_yHMPu5000034912_candida_sonorensis_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004084.m1_yHMPu5000034975_dekkera_bruxellensis_160519.haplomerger2.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000397.m1_brettanomyces_anomalus.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005500.m1_yHMPu5000026167_candida_pignaliae_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000130.m1_yHMPu5000026197_brettanomyces_custersianus_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000705.m1_yHMPu5000035332_candida_insectalens_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004799.m1_yHMPu5000034937_kuraishia_capsulata_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004065.m1_yHMPu5000038408_candida_borneonana_170713.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004226.m1_yHMPu5000034933_kuraishia_molischiana_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005132.m1_yHMPu5000035040_ambrosiozyma_maleeae_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000910.m1_yHMPu5000026270_Candida_sp._SPAdes.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004129.m1_yHMPu5000034870_candida_suzukii_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000452.m1_yHMJ1_Ogataea_sp_nov_plate33_PLATANUS.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005798.m1_yHMPu5000034910_candida_sp_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005682.m1_yHMPu5000034916_candida_nitratophila_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002383.m1_yHMPu5000038097_candida_sp_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002989.m1_yHMPu5000034929_candida_nanaspora_170307.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004149.m1_yHMPu5000034890_ogataea_ramenticola_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003779.m1_yHMPu5000034942_ambrosiozyma_angophorae_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005675.m1_yHMPu5000026143_candida_methanosorbosa_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005374.m1_yHMPu5000034639_candida_cariosilignicola_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005424.m1_yHMPu5000034901_Ogataea_methylivora_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001189.m1_yHMPu5000034909_candida_sp_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004027.m1_yHMPu5000037218_Ogataea_degrootiae_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002343.m1_yHMPu5000034886_ogataea_trehalophila_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002823.m1_yHMPu5000034900_ogataea_methanolica_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003354.m1_yHMPu5000034889_Ogataea_salicorniae_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000997.m1_yHMPu5000034925_candida_arabinofermentans_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000489.m1_yHMPu5000034892_ogataea_pilisensis_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003686.m1_yHMPu5000034913_candida_pini_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000836.m1_yHMPu5000035317_candida_fennica_180604.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001929.m1_yHMPu5000026280_Ambrosiozyma_cicatricosa_S52_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003100.m1_yHMPu5000026279_Ambrosiozyma_monospora_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g006587.m1_yHMPu5000034948_Ambrosiozyma_platypodis_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005736.m1_yHMPu5000034946_ambrosiozyma_oregonensis_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000790.m1_yHMPu5000034947_ambrosiozyma_philentoma_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001491.m1_yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005057.m1_yHMPu5000034931_kuraishia_piskuri_170307.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004029.m1_yHMPu5000034932_kuraishia_ogatae_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003979.m1_yHMPu5000034934_kuraishia_hungarica_201018.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g007206.m1_yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003883.m1_yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000590.m1_yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000382.m1_yHMPu5000037244_Allodekkera_sacchari_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g005103.m1_yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004296.m1_yHMPu5000037228_Ogataea_paraovalis_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g003992.m1_yHMPu5000037884_candida_sithepensis_170912.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001828.m1_yHMPu5000037893_candida_ovalis_170912.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001075.m1_yHMPu5000038399_brettanomyces_nanus_180604.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004964.m1_yHMPu5000034965_Brettanomyces_naardenensis_SPADES.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g001634.m1_yHMPu5000026197_brettanomyces_custersianus_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000456.m1_yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g000739.m1_yHMPu5000041851_candida_krabiensis_160928.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g004205.m1_yHMPu5000034936_kuraishia_cidri_180604.final
g004214.m1_yHMPu5000026143_candida_methanosorbosa_160519.final	g002233.m1_yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.final
g002267.m1_yHMPu5000034599_candida_berthetii_190924.haplomerger2.final	g002267.m1_yHMPu5000034599_candida_berthetii_190924.haplomerger2.final
g010349.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final	g010349.m1_yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005513.m1_yHMPu5000034645_candida_boleticola_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004658.m1_scheffersomyces_stipitis.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000775.m1_yHMPu5000041790_scheffersomyces_segobiensis_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005644.m1_yHMPu5000037853_scheffersomyces_illinoinensis_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004426.m1_yHMPu5000034616_scheffersomyces_stipitis_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000667.m1_yHMPu5000034643_Candida_schatavii_SPAdes.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002194.m1_yHMPu5000038083_candida_subhashii_180604.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003270.m1_yHMPu5000041850_candida_lyxosophila_170307.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001723.m1_yHMPu5000040925_candida_robnettiae_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000244.m1_yHMPu5000038328_Metschnikowia_henanensis_SPADES.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004778.m1_yHMPu5000041811_metschnikowia_krissii_170307.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001594.m1_yHMPu5000038373_candida_nongkhaiensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004766.m1_yHMPu5000035704_candida_rhizophorensis_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005260.m1_yHMPu5000041825_debaryomyces_robertsiae_170307.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002482.m1_yHMPu5000037873_debaryomyces_udenii_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001336.m1_yHMPu5000035334_clavispora_opuntiae_190924.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004401.m1_yHMPu5000035335_candida_blattae_160928.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002014.m1_yHDO585_candida_citri_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005245.m1_clavispora_lusitaniae.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005767.m1_yHMPu5000035709_candida_dosseyi_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002557.m1_yHMPu5000038355_candida_suratensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003190.m1_yHMPu5000038390_candida_ezoensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003774.m1_yHMPu5000038392_candida_ecuadorensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005328.m1_yHMPu5000034658_clavispora_lusitaniae_190924.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002451.m1_yHMPu5000034985_candida_pseudointermedia_160613.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003225.m1_yHMPu5000038086_Candida_palmyrensis_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004638.m1_yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000396.m1_yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001740.m1_spathaspora_gorwiae.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002078.m1_yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001934.m1_spathaspora_hagerdaliae.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000724.m1_yHMPu5000034756_hemisphaericaspora_nanyangensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005803.m1_yHMPu5000038066_clavispora_reshetovae_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001825.m1_yHMPu5000035006_candida_xylopsoci_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000867.m1_yHMPu5000035011_candida_pyralidae_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001909.m1_yHMPu5000040776_candida_sphagnicola_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003099.m1_yHMPu5000035327_candida_fluviatilis_190924.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003133.m1_yHMPu5000038115_candida_aurita_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000422.m1_yHMPu5000034649_candida_plutei_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001621.m1_yHMPu5000035008_candida_vadensis_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000129.m1_yHMPu5000041789_scheffersomyces_ergatensis_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003320.m1_yHMPu5000026056_candida_railenensis_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001725.m1_yHMPu5000038372_candida_oleophila_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000846.m1_yHMPu5000035681_candida_gotoi_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001534.m1_yHMPu5000035679_candida_rhagii_160613.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004817.m1_yHMPu5000035680_candida_pseudorhagii_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000086.m1_yHMPu5000035318_hyphopichia_heimii_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005071.m1_yHMPu5000040909_suhomyces_sequanensis_200128.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003034.m1_yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000261.m1_yHMPu5000035009_candida_terraborum_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002175.m1_yHMPu5000037222_suhomyces_faveliae_210210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000745.m1_yHMPu5000035682_hyphopichia_burtonii_160613.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005312.m1_yHMPu5000035317_candida_fennica_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003835.m1_yHMPu5000038041_suhomyces_yuchorum_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004741.m1_yHMPu5000035020_Candida_chickasaworum_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000399.m1_yHMPu5000035022_candida_emberorum_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001833.m1_yHMPu5000035007_candida_wounanorum_170307.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000367.m1_yHMPu5000037252_Scheffersomyces_titanus_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001981.m1_yHMPu5000041841_debaryomyces_coudertii_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001694.m1_candida_psychrophila.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004212.m1_yHMH580_Suhomyces_sp_nov_plate33_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002227.m1_yHMPu5000034983_candida_tsuchiyae_210210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005319.m1_yHMPu5000038383_candida_middelhoveniana_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004875.m1_yHMPu5000038387_candida_inulinophila_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001738.m1_yHMPu5000038406_candida_berkhoutiae_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005349.m1_yHMPu5000040910_suhomyces_kilbournensis_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001362.m1_yHMPu5000034984_candida_sharkiensis_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002136.m1_yHMPu5000040932_candida_flosculorum_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001593.m1_yHMPu5000038356_candida_thailandica_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003939.m1_yHMPu5000038368_candida_pseudoflosculorum_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002479.m1_yHMPu5000035012_candida_prunicola_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002550.m1_yHKS641_Suhomyces_sp_nov_plate33_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001619.m1_yHMPu5000034986_candida_oregonensis_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004196.m1_yHMPu5000035013_candida_panamericana_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004014.m1_yHMPu5000035024_Candida_kunorum_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002883.m1_yHMPu5000035015_candida_bokatorum_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003353.m1_yHMPu5000037234_suhomyces_coccinellae_210210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005054.m1_yHMPu5000040953_metschnikowia_kipukae_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002108.m1_yHMPu5000041743_candida_hawaiiana_170307.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002470.m1_yHMPu5000026114_candida_tibetensis_210210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004299.m1_yHMPu5000040955_metschnikowia_bowlesiae_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004647.m1_metschnikowia_similis.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004466.m1_yHMPu5000035667_kurtzmaniella_cleridarum_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004105.m1_yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004882.m1_yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001590.m1_yHMPu5000034579_wickerhamia_fluorescens_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004326.m1_yHMPu5000035304_candida_santamariae_180604.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003567.m1_yHMPu5000035017_candida_bribrorum_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g007025.m1_yHMPu5000035305_metschnikowia_corniflorae_180604.haplomerger2.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004497.m1_yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002785.m1_yHMPu5000041792_schwanniomyces_capriottii_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005262.m1_yHMPu5000040919_candida_konsanensis_201018.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g000348.m1_yHMPu5000035705_candida_pseudohaemulonii_160613.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003970.m1_yHMPu5000035707_candida_heveicola_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001558.m1_yHMPu5000038120_candida_haemulonii_170912.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002996.m1_yHMPu5000037224_candida_vulturna_210210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003313.m1_yHMPu5000037929_candida_auris_170210.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001711.m1_yHMPu5000034989_candida_duobushaemulonii_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003342.m1_yHMPu5000038397_candida_chanthaburiensis_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g003394.m1_candida_auris.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g005744.m1_yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g008861.m1_yHMPu5000041780_Schwanniomyces_polymorphus_var_polymorphus_SPADES.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g001721.m1_yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g002820.m1_yHMPu5000035018_candida_canberraensis_160519.final
g005513.m1_yHMPu5000034645_candida_boleticola_201018.final	g004539.m1_yHMPu5000041678_debaryomyces_prosopidis_170307.final
